ID,"
ZIP",Total PIF Q1 2010,Total PIF Q2 2010,Total PIF Q3 2010,Total PIF Q4 2010,Total PIF Q1 2011,P&C PIF Q1 2010,P&C PIF Q2 2010,P&C PIF Q3 2010,P&C PIF Q4 2010,P&C PIF Q1 2011,AF PIF Q1 2010,AF PIF Q2 2010,AF PIF Q3 2010,AF PIF Q4 2010,AF PIF Q1 2011,% multi-line Q1 2010,% multi-line Q2 2010,% multi-line Q3 2010,% multi-line Q4 2010,% multi-line Q1 2011,% Retention Q1 2010,% Retention Q2 2010,% Retention Q3 2010,% Retention Q4 2010,% Retention Q1 2011,created_at,updated_at
549,603,468,382,337,314,293,315,270,259,85,485,124,253,59,363,117,46,0,55,16,100,27,99,46,19,21,14/9/18 0:00,14/9/18 0:00
550,604,302,451,368,177,452,455,92,307,382,14,110,15,293,89,331,99,57,7,13,5,36,46,41,28,72,14/9/18 0:00,14/9/18 0:00
551,605,77,45,396,147,372,347,167,27,20,337,148,7,127,158,284,51,52,91,50,28,73,28,35,18,54,14/9/18 0:00,14/9/18 0:00
552,606,257,266,486,99,212,326,469,485,58,267,393,70,311,102,198,21,47,48,71,46,80,28,50,94,44,14/9/18 0:00,14/9/18 0:00
553,607,167,108,410,82,254,87,18,317,217,155,125,113,495,92,429,21,73,97,22,82,63,82,33,81,93,14/9/18 0:00,14/9/18 0:00
554,608,105,397,385,262,287,364,57,30,430,256,37,365,158,296,271,55,18,63,97,54,4,58,54,52,94,14/9/18 0:00,14/9/18 0:00
555,609,438,372,207,357,137,163,91,277,301,401,369,289,59,332,469,34,64,84,55,100,27,57,58,54,24,14/9/18 0:00,14/9/18 0:00
556,610,461,303,378,37,404,375,316,324,359,79,380,160,235,366,279,79,48,69,59,67,94,52,52,91,37,14/9/18 0:00,14/9/18 0:00
557,611,141,403,220,110,177,191,108,141,245,443,404,453,177,216,126,33,96,39,76,48,59,94,74,61,97,14/9/18 0:00,14/9/18 0:00
558,612,91,476,13,380,54,269,205,387,108,294,95,480,361,167,78,7,83,94,67,41,72,81,100,41,34,14/9/18 0:00,14/9/18 0:00
559,613,113,85,73,148,351,20,380,222,446,216,224,334,382,464,426,90,71,3,19,79,67,51,84,2,59,14/9/18 0:00,14/9/18 0:00
560,614,289,237,7,75,485,89,166,266,279,484,294,310,483,118,296,80,49,54,31,4,41,9,16,69,7,14/9/18 0:00,14/9/18 0:00
561,615,160,81,8,103,407,125,461,497,65,488,291,100,356,131,392,51,47,61,11,65,84,29,23,40,43,14/9/18 0:00,14/9/18 0:00
562,616,216,37,493,464,354,252,18,216,135,30,128,440,428,14,19,52,52,29,89,89,24,38,46,75,11,14/9/18 0:00,14/9/18 0:00
563,617,268,176,175,259,288,177,229,120,360,66,252,69,157,277,410,30,55,8,0,97,65,98,5,86,76,14/9/18 0:00,14/9/18 0:00
564,618,296,172,9,231,349,226,497,448,354,73,431,148,437,415,62,13,41,0,92,76,93,53,6,40,42,14/9/18 0:00,14/9/18 0:00
565,619,454,139,22,347,372,171,454,275,221,227,367,247,318,64,326,28,64,9,21,76,57,45,9,69,6,14/9/18 0:00,14/9/18 0:00
566,620,62,168,151,95,167,188,222,392,482,108,369,179,60,407,424,55,51,66,39,68,94,67,49,56,51,14/9/18 0:00,14/9/18 0:00
567,622,134,214,51,397,7,418,98,230,270,209,208,65,177,374,100,61,74,90,43,90,39,31,54,7,54,14/9/18 0:00,14/9/18 0:00
568,623,238,205,62,332,256,357,50,413,442,336,134,476,297,49,369,3,79,5,59,45,46,47,91,1,76,14/9/18 0:00,14/9/18 0:00
569,624,410,282,166,277,226,353,150,465,139,43,94,428,213,211,224,97,35,49,20,12,15,48,73,30,57,14/9/18 0:00,14/9/18 0:00
570,625,467,230,331,123,77,105,241,478,308,472,103,414,474,477,121,27,8,30,98,11,14,90,4,45,17,14/9/18 0:00,14/9/18 0:00
571,626,432,319,4,231,16,334,359,471,103,212,232,19,112,302,218,83,84,49,99,75,77,14,2,50,71,14/9/18 0:00,14/9/18 0:00
572,627,203,361,333,289,361,58,355,492,488,83,188,282,127,483,285,9,61,35,27,36,40,68,39,14,6,14/9/18 0:00,14/9/18 0:00
573,628,184,258,368,220,324,260,139,138,380,97,246,58,248,361,238,37,66,63,7,15,45,59,98,42,23,14/9/18 0:00,14/9/18 0:00
574,629,188,72,489,258,116,269,422,87,39,189,149,241,404,369,389,30,79,59,10,46,46,13,71,21,24,14/9/18 0:00,14/9/18 0:00
575,630,60,187,289,90,218,193,5,287,310,217,106,65,374,95,287,74,52,62,69,53,21,74,59,24,0,14/9/18 0:00,14/9/18 0:00
576,631,156,190,236,450,484,336,337,98,302,439,237,244,285,268,454,53,12,100,32,83,31,28,75,35,18,14/9/18 0:00,14/9/18 0:00
577,633,338,411,336,39,486,448,190,92,106,25,295,125,409,229,36,37,0,40,34,70,59,36,4,58,2,14/9/18 0:00,14/9/18 0:00
578,634,243,488,2,135,78,61,89,497,425,399,256,447,458,395,8,63,100,36,3,36,5,70,89,89,65,14/9/18 0:00,14/9/18 0:00
579,635,103,2,165,172,369,160,262,395,406,75,274,199,89,125,245,89,70,26,42,57,41,40,27,3,20,14/9/18 0:00,14/9/18 0:00
580,636,355,434,108,365,38,169,186,319,473,490,171,377,290,133,223,61,75,36,96,98,63,57,36,5,18,14/9/18 0:00,14/9/18 0:00
581,637,190,145,427,204,136,348,373,241,325,252,1,32,101,151,358,21,57,81,25,23,2,90,35,85,80,14/9/18 0:00,14/9/18 0:00
582,638,358,56,188,48,233,417,215,68,304,408,16,443,139,390,113,27,6,92,100,95,3,32,96,96,92,14/9/18 0:00,14/9/18 0:00
583,639,97,108,142,435,439,473,396,223,368,120,297,49,454,124,39,65,7,98,43,18,48,67,33,35,32,14/9/18 0:00,14/9/18 0:00
584,640,18,83,168,129,216,146,224,402,185,325,83,150,299,178,443,2,12,50,72,70,100,7,55,98,84,14/9/18 0:00,14/9/18 0:00
585,641,118,85,196,489,364,24,113,239,312,281,109,427,267,363,416,17,24,21,36,77,32,60,6,48,57,14/9/18 0:00,14/9/18 0:00
586,644,358,481,167,264,439,191,455,248,133,369,56,444,280,144,61,58,24,49,97,80,65,1,45,77,88,14/9/18 0:00,14/9/18 0:00
587,645,361,441,398,222,483,498,110,470,176,244,447,468,20,188,2,92,82,10,59,5,16,63,47,41,95,14/9/18 0:00,14/9/18 0:00
588,646,481,139,311,69,45,47,254,454,269,498,46,30,188,266,407,44,77,61,46,10,2,72,29,91,81,14/9/18 0:00,14/9/18 0:00
589,647,455,184,127,156,465,349,408,392,295,294,66,1,105,386,384,35,26,52,78,71,13,91,95,11,8,14/9/18 0:00,14/9/18 0:00
590,648,31,452,305,363,387,197,441,114,171,432,5,451,96,22,198,81,86,55,71,58,37,35,14,31,91,14/9/18 0:00,14/9/18 0:00
591,650,117,241,260,449,481,489,437,490,123,90,140,137,164,356,484,4,92,6,40,60,85,89,35,27,91,14/9/18 0:00,14/9/18 0:00
592,651,500,214,95,140,204,374,195,104,484,343,10,261,465,305,57,53,38,96,11,2,67,80,97,71,14,14/9/18 0:00,14/9/18 0:00
593,652,455,481,320,414,167,231,401,213,89,434,181,222,131,23,479,62,99,13,76,20,73,60,23,73,89,14/9/18 0:00,14/9/18 0:00
594,653,429,199,200,338,176,349,403,469,51,428,225,22,160,316,16,40,23,33,39,31,17,97,62,41,17,14/9/18 0:00,14/9/18 0:00
595,654,375,159,165,177,155,300,59,452,17,304,497,210,134,14,288,18,87,80,5,76,100,81,15,43,83,14/9/18 0:00,14/9/18 0:00
596,655,188,406,462,389,363,66,453,277,54,465,3,243,488,228,405,88,100,23,36,71,95,89,15,85,25,14/9/18 0:00,14/9/18 0:00
597,656,309,464,259,246,47,340,307,30,94,70,381,451,195,299,225,31,65,25,20,99,73,96,27,82,88,14/9/18 0:00,14/9/18 0:00
598,657,411,342,158,465,493,300,493,210,87,322,456,396,210,129,47,69,42,62,59,50,21,59,60,70,64,14/9/18 0:00,14/9/18 0:00
599,658,134,443,445,123,165,9,242,359,448,475,15,27,104,78,325,91,7,95,66,63,91,12,14,33,77,14/9/18 0:00,14/9/18 0:00
600,660,410,17,472,211,399,94,195,18,423,146,118,319,395,443,433,35,14,83,88,15,27,57,51,32,31,14/9/18 0:00,14/9/18 0:00
601,661,3,363,340,325,186,213,499,423,131,60,252,134,325,447,17,26,65,34,62,78,86,72,73,16,16,14/9/18 0:00,14/9/18 0:00
602,662,487,252,473,326,427,8,458,205,84,188,298,234,306,227,71,68,7,15,37,78,14,51,85,62,51,14/9/18 0:00,14/9/18 0:00
603,664,336,482,320,474,6,203,438,74,146,332,364,272,37,399,25,100,66,49,78,14,64,77,33,54,93,14/9/18 0:00,14/9/18 0:00
604,665,375,231,187,408,108,1,240,184,388,28,497,76,417,260,304,42,27,1,61,94,22,39,69,5,18,14/9/18 0:00,14/9/18 0:00
605,666,406,332,158,382,305,449,266,80,108,369,319,139,489,78,434,1,100,44,15,24,32,90,36,68,19,14/9/18 0:00,14/9/18 0:00
606,667,316,148,146,468,193,177,432,3,407,41,378,384,171,424,215,74,78,84,49,38,19,100,43,74,53,14/9/18 0:00,14/9/18 0:00
607,668,343,106,261,460,214,453,470,40,272,261,197,202,314,483,83,61,58,13,79,26,10,24,69,96,64,14/9/18 0:00,14/9/18 0:00
608,669,75,92,62,255,251,470,430,452,175,255,293,401,288,83,404,64,5,3,21,96,15,8,46,81,89,14/9/18 0:00,14/9/18 0:00
609,670,41,251,262,402,452,441,88,221,346,120,253,43,185,305,1,6,91,88,74,69,46,17,4,54,40,14/9/18 0:00,14/9/18 0:00
610,671,406,479,450,171,161,293,435,436,287,152,149,212,285,1,495,59,71,39,93,15,29,8,66,83,94,14/9/18 0:00,14/9/18 0:00
611,672,113,42,31,311,6,495,218,262,370,94,119,104,426,379,479,78,85,56,21,69,65,27,42,26,47,14/9/18 0:00,14/9/18 0:00
612,673,500,143,289,343,22,80,383,469,105,249,171,456,1,179,222,8,20,70,26,56,10,56,38,18,51,14/9/18 0:00,14/9/18 0:00
613,674,263,81,23,253,472,385,108,316,292,25,170,245,450,406,259,84,84,53,25,6,23,81,36,83,64,14/9/18 0:00,14/9/18 0:00
614,675,206,181,197,1,385,115,429,140,495,20,492,435,203,296,198,31,13,5,95,20,76,17,85,32,9,14/9/18 0:00,14/9/18 0:00
615,676,191,393,2,28,454,99,341,362,100,333,426,273,238,345,166,16,80,89,49,12,89,37,56,89,65,14/9/18 0:00,14/9/18 0:00
616,677,428,159,140,391,302,374,331,470,368,450,376,365,317,285,29,69,55,51,86,24,50,26,73,16,70,14/9/18 0:00,14/9/18 0:00
617,678,354,150,441,417,439,405,136,291,103,186,264,341,240,479,353,92,61,9,92,94,38,89,15,15,34,14/9/18 0:00,14/9/18 0:00
618,679,370,403,291,104,23,323,233,394,434,319,427,118,331,221,480,75,35,18,51,93,64,12,54,32,8,14/9/18 0:00,14/9/18 0:00
619,680,383,3,266,469,52,78,250,14,2,261,302,233,435,108,254,64,13,42,72,89,51,19,41,58,91,14/9/18 0:00,14/9/18 0:00
620,681,438,7,25,428,7,372,111,405,496,255,488,213,70,208,82,11,18,25,55,45,64,79,13,90,74,14/9/18 0:00,14/9/18 0:00
621,683,420,65,129,401,59,140,400,214,381,152,492,346,159,311,326,48,72,76,28,11,56,65,40,64,92,14/9/18 0:00,14/9/18 0:00
622,684,172,445,435,481,344,327,346,162,467,12,235,125,338,393,467,100,51,22,75,24,48,44,59,25,34,14/9/18 0:00,14/9/18 0:00
623,685,319,464,111,87,310,302,438,354,87,81,255,35,267,201,407,94,18,24,60,100,12,45,76,63,71,14/9/18 0:00,14/9/18 0:00
624,686,464,78,56,421,487,237,400,457,494,282,254,201,185,71,357,67,66,20,66,28,72,54,37,25,54,14/9/18 0:00,14/9/18 0:00
625,687,376,127,241,104,61,377,69,170,236,359,327,223,156,74,342,68,89,24,47,85,88,27,42,74,42,14/9/18 0:00,14/9/18 0:00
626,688,460,234,38,393,388,388,90,143,134,166,306,493,266,60,454,1,60,22,13,90,74,77,16,80,69,14/9/18 0:00,14/9/18 0:00
627,689,187,409,330,391,237,422,450,95,218,262,332,450,207,152,472,16,15,64,10,18,80,65,41,70,11,14/9/18 0:00,14/9/18 0:00
628,690,98,101,499,67,63,104,55,52,469,425,303,230,439,344,480,30,10,58,56,75,16,67,45,46,31,14/9/18 0:00,14/9/18 0:00
629,691,227,258,307,436,37,190,481,34,47,176,33,368,474,120,57,24,63,34,41,0,92,92,32,44,37,14/9/18 0:00,14/9/18 0:00
630,692,169,272,398,409,266,173,273,438,272,203,349,293,43,456,348,55,77,5,83,18,49,68,87,66,94,14/9/18 0:00,14/9/18 0:00
631,693,316,382,115,169,221,248,314,465,291,69,279,246,452,389,173,54,51,12,99,19,77,57,22,7,31,14/9/18 0:00,14/9/18 0:00
632,700,38,306,439,189,232,136,56,474,372,354,279,139,107,307,110,66,60,87,81,93,37,16,21,68,46,14/9/18 0:00,14/9/18 0:00
633,701,430,29,383,94,377,164,119,488,262,131,196,365,10,15,86,8,32,4,85,4,99,37,42,20,74,14/9/18 0:00,14/9/18 0:00
634,703,268,400,422,131,420,298,392,488,54,109,434,316,74,370,184,95,55,77,38,85,8,28,32,81,88,14/9/18 0:00,14/9/18 0:00
635,704,411,259,227,448,464,340,442,459,454,415,366,159,387,212,112,3,99,68,9,3,63,43,80,57,45,14/9/18 0:00,14/9/18 0:00
636,705,463,381,462,418,222,319,96,293,472,124,163,473,246,338,24,55,83,65,53,54,17,22,47,19,44,14/9/18 0:00,14/9/18 0:00
637,706,142,464,345,11,19,77,362,393,433,280,114,23,228,225,366,7,52,5,54,15,28,42,98,72,55,14/9/18 0:00,14/9/18 0:00
638,707,290,245,466,373,101,173,105,178,126,86,189,350,221,344,378,93,14,5,78,10,61,15,6,51,73,14/9/18 0:00,14/9/18 0:00
639,708,326,173,276,414,20,344,41,339,23,61,192,302,450,377,88,28,75,17,34,75,36,54,6,53,11,14/9/18 0:00,14/9/18 0:00
640,710,170,409,214,160,428,287,388,241,386,340,306,24,481,393,150,5,79,30,37,25,30,75,35,69,19,14/9/18 0:00,14/9/18 0:00
641,711,128,39,432,341,77,371,63,359,267,125,319,81,422,368,396,54,23,5,65,16,44,25,43,97,80,14/9/18 0:00,14/9/18 0:00
642,712,215,189,266,477,427,67,32,396,403,439,221,163,315,136,318,54,6,58,41,32,7,90,48,51,80,14/9/18 0:00,14/9/18 0:00
643,713,197,369,149,439,253,385,122,298,403,83,337,426,359,15,16,59,81,70,73,90,82,83,52,86,64,14/9/18 0:00,14/9/18 0:00
644,714,222,421,302,275,177,247,425,367,30,391,200,335,266,194,118,69,39,30,59,15,93,44,60,0,10,14/9/18 0:00,14/9/18 0:00
645,716,225,91,96,490,488,348,411,383,95,371,75,341,324,474,472,5,90,6,47,75,6,9,64,52,0,14/9/18 0:00,14/9/18 0:00
646,717,470,314,136,216,320,228,66,75,221,285,205,464,408,95,345,51,15,20,83,25,64,34,30,69,1,14/9/18 0:00,14/9/18 0:00
647,718,342,339,331,288,351,477,308,305,500,400,16,214,144,88,140,52,8,57,8,4,28,84,18,79,60,14/9/18 0:00,14/9/18 0:00
648,719,89,170,220,114,33,123,274,160,275,226,15,90,425,345,23,71,80,41,53,95,46,47,6,25,29,14/9/18 0:00,14/9/18 0:00
649,720,113,151,152,57,157,383,263,360,417,81,13,491,404,466,64,95,0,96,34,36,27,87,56,3,64,14/9/18 0:00,14/9/18 0:00
650,721,36,446,273,448,497,272,328,253,47,206,289,169,360,436,481,60,65,26,57,44,9,4,32,26,63,14/9/18 0:00,14/9/18 0:00
651,722,85,424,211,123,60,412,198,302,493,227,281,290,173,498,300,70,36,43,93,73,28,53,73,89,25,14/9/18 0:00,14/9/18 0:00
652,723,389,412,9,81,173,344,55,329,302,212,182,396,372,256,458,77,34,2,50,64,41,51,64,33,82,14/9/18 0:00,14/9/18 0:00
653,724,121,183,249,277,445,334,293,317,7,141,100,286,256,115,22,25,36,86,50,8,19,64,24,50,89,14/9/18 0:00,14/9/18 0:00
654,725,71,465,463,26,109,451,12,312,65,227,289,401,163,498,182,34,6,21,51,95,3,68,40,27,37,14/9/18 0:00,14/9/18 0:00
655,726,474,434,57,475,117,89,493,88,64,348,188,47,309,76,202,47,54,19,65,95,17,5,40,72,15,14/9/18 0:00,14/9/18 0:00
656,727,406,415,53,244,280,127,304,205,388,399,415,266,108,301,185,86,72,7,18,26,41,57,92,93,70,14/9/18 0:00,14/9/18 0:00
657,728,77,353,393,375,136,194,364,199,381,171,223,496,314,299,377,38,82,22,87,95,0,67,12,95,9,14/9/18 0:00,14/9/18 0:00
658,729,99,313,86,247,84,76,298,393,113,72,460,25,52,263,453,17,28,33,19,89,71,1,30,57,66,14/9/18 0:00,14/9/18 0:00
659,730,162,285,289,23,416,119,244,287,412,148,304,230,340,173,263,57,5,7,94,50,31,98,7,74,0,14/9/18 0:00,14/9/18 0:00
660,731,335,52,182,143,288,147,392,73,334,301,498,73,116,485,100,70,11,34,95,63,43,86,96,55,92,14/9/18 0:00,14/9/18 0:00
661,734,394,342,271,215,436,61,34,420,351,35,199,116,419,460,449,16,49,86,16,46,52,82,82,76,54,14/9/18 0:00,14/9/18 0:00
662,735,65,332,204,345,426,199,405,111,483,164,369,433,206,238,222,6,96,8,86,44,77,82,88,55,19,14/9/18 0:00,14/9/18 0:00
663,736,232,99,133,3,170,62,138,467,374,341,362,403,215,464,302,11,29,11,74,90,33,75,53,86,41,14/9/18 0:00,14/9/18 0:00
664,737,253,107,178,302,91,68,473,11,337,325,378,129,378,111,232,84,14,82,11,85,58,3,42,86,69,14/9/18 0:00,14/9/18 0:00
665,738,16,62,92,458,461,218,373,150,277,67,52,434,337,108,300,1,61,83,25,95,56,66,24,94,72,14/9/18 0:00,14/9/18 0:00
666,739,147,137,391,144,153,63,224,199,397,283,289,432,39,473,121,73,3,60,55,75,15,82,50,10,24,14/9/18 0:00,14/9/18 0:00
667,740,7,447,103,192,51,79,370,425,478,235,422,294,468,145,346,6,35,70,99,64,76,21,71,49,91,14/9/18 0:00,14/9/18 0:00
668,741,391,321,245,421,413,300,20,197,79,72,460,49,90,128,325,0,22,5,5,33,43,49,53,68,10,14/9/18 0:00,14/9/18 0:00
669,743,406,152,238,167,226,280,404,500,444,448,47,38,412,267,45,45,48,83,55,61,26,57,21,14,37,14/9/18 0:00,14/9/18 0:00
670,744,408,242,191,306,162,373,285,66,122,148,378,337,137,76,3,18,8,50,33,82,36,45,38,53,43,14/9/18 0:00,14/9/18 0:00
671,745,85,352,199,92,165,158,343,391,118,93,119,395,282,497,63,30,94,71,98,9,45,77,51,92,4,14/9/18 0:00,14/9/18 0:00
672,746,96,475,453,242,184,319,42,479,40,183,405,134,291,94,239,89,66,30,53,76,67,66,16,27,51,14/9/18 0:00,14/9/18 0:00
673,747,118,375,363,353,130,239,225,332,36,312,378,363,225,236,198,82,22,26,64,9,68,9,47,61,24,14/9/18 0:00,14/9/18 0:00
674,748,127,258,24,497,288,393,36,350,94,463,464,369,165,216,60,89,67,92,33,53,33,11,57,41,69,14/9/18 0:00,14/9/18 0:00
675,749,38,489,273,181,222,58,215,149,153,21,281,393,256,302,246,81,73,44,94,27,18,27,61,83,18,14/9/18 0:00,14/9/18 0:00
676,750,288,13,450,10,367,12,148,89,371,337,197,338,177,25,470,63,20,51,11,98,7,47,49,75,90,14/9/18 0:00,14/9/18 0:00
677,751,461,108,251,278,337,327,399,268,58,388,309,292,123,362,352,42,30,64,58,76,7,18,74,56,13,14/9/18 0:00,14/9/18 0:00
678,752,221,431,489,71,103,245,81,246,67,23,369,203,293,408,141,6,3,47,65,31,51,33,55,72,92,14/9/18 0:00,14/9/18 0:00
679,754,48,314,423,256,439,102,254,403,344,226,417,414,400,437,245,98,18,87,78,4,94,58,60,90,44,14/9/18 0:00,14/9/18 0:00
680,755,362,110,428,331,29,492,52,126,109,216,479,204,345,288,74,40,31,80,57,73,55,93,87,42,9,14/9/18 0:00,14/9/18 0:00
681,756,31,28,224,165,77,301,267,82,274,293,300,23,268,204,243,30,4,48,63,28,92,73,52,48,88,14/9/18 0:00,14/9/18 0:00
682,757,311,231,319,472,223,181,158,422,497,353,9,72,242,374,462,72,97,38,72,81,39,39,10,63,27,14/9/18 0:00,14/9/18 0:00
683,758,437,457,209,113,147,345,137,20,372,461,309,363,82,479,215,17,21,66,8,15,40,49,33,24,2,14/9/18 0:00,14/9/18 0:00
684,759,181,268,382,419,339,493,243,267,121,194,311,99,300,90,477,71,52,20,56,99,85,90,59,91,59,14/9/18 0:00,14/9/18 0:00
685,760,145,65,104,146,197,144,442,37,319,231,30,65,427,305,403,46,22,60,42,43,84,74,41,73,85,14/9/18 0:00,14/9/18 0:00
686,761,378,122,249,137,259,440,484,168,358,182,295,326,74,463,358,22,87,56,12,2,22,40,78,43,48,14/9/18 0:00,14/9/18 0:00
687,762,226,331,332,159,333,49,32,15,128,328,461,129,200,424,344,77,15,64,3,67,34,15,49,45,8,14/9/18 0:00,14/9/18 0:00
688,763,193,420,65,254,367,82,32,405,258,223,29,137,296,360,419,69,51,32,32,13,94,41,10,61,20,14/9/18 0:00,14/9/18 0:00
689,764,492,309,44,256,255,47,326,450,436,80,338,485,394,4,276,37,45,60,4,73,34,60,28,60,90,14/9/18 0:00,14/9/18 0:00
690,765,484,396,487,322,90,275,162,206,472,87,355,211,470,424,170,37,79,61,36,47,21,97,18,22,72,14/9/18 0:00,14/9/18 0:00
691,766,332,302,179,316,366,394,415,348,237,39,446,256,31,420,188,29,60,53,14,96,14,5,85,52,67,14/9/18 0:00,14/9/18 0:00
692,767,246,70,337,202,227,294,337,55,168,99,458,39,174,264,110,66,75,20,77,47,10,51,28,62,21,14/9/18 0:00,14/9/18 0:00
693,768,95,57,213,376,35,69,83,149,224,126,379,219,140,387,136,69,74,67,24,69,2,73,31,95,87,14/9/18 0:00,14/9/18 0:00
694,769,353,53,231,194,318,302,368,260,106,206,350,232,219,437,119,26,25,2,46,73,78,47,39,45,29,14/9/18 0:00,14/9/18 0:00
695,770,77,477,490,411,425,415,254,364,186,318,325,167,345,368,30,45,3,66,54,47,44,1,35,80,49,14/9/18 0:00,14/9/18 0:00
696,773,420,343,35,366,87,247,196,67,450,299,208,310,3,328,317,14,89,24,35,74,49,42,29,7,57,14/9/18 0:00,14/9/18 0:00
697,774,392,198,365,284,350,409,143,457,92,177,293,337,335,342,33,28,85,9,14,7,49,36,25,88,83,14/9/18 0:00,14/9/18 0:00
698,775,220,369,399,173,205,457,327,287,58,276,320,382,9,218,421,74,84,6,87,47,8,88,86,86,77,14/9/18 0:00,14/9/18 0:00
699,776,132,120,17,313,187,20,150,107,328,72,344,60,112,213,246,69,12,13,5,58,23,55,41,24,69,14/9/18 0:00,14/9/18 0:00
700,777,115,380,225,189,460,424,380,330,21,137,295,441,210,464,127,81,14,99,41,11,0,3,47,95,85,14/9/18 0:00,14/9/18 0:00
701,778,355,222,92,330,443,97,315,292,274,389,486,496,198,80,143,15,45,22,47,33,78,5,78,39,43,14/9/18 0:00,14/9/18 0:00
702,779,232,158,204,464,94,194,229,391,8,62,147,498,443,279,269,44,10,41,83,68,24,82,26,46,10,14/9/18 0:00,14/9/18 0:00
703,780,39,426,473,108,387,330,248,232,319,484,182,164,137,191,209,18,84,54,34,75,18,57,48,83,3,14/9/18 0:00,14/9/18 0:00
704,781,260,35,434,349,188,422,95,308,64,285,407,144,192,1,93,80,31,25,17,86,30,82,67,89,81,14/9/18 0:00,14/9/18 0:00
705,782,463,366,277,154,62,163,346,285,185,4,12,468,102,87,175,73,85,7,11,92,52,55,1,16,50,14/9/18 0:00,14/9/18 0:00
706,783,420,430,261,78,73,247,388,258,301,100,237,4,397,469,63,44,34,89,53,99,15,21,75,38,43,14/9/18 0:00,14/9/18 0:00
707,784,125,232,180,315,441,190,31,489,375,135,187,223,169,145,101,7,56,58,84,45,68,70,9,80,35,14/9/18 0:00,14/9/18 0:00
708,785,421,344,103,180,419,476,23,445,225,28,235,90,109,247,223,10,6,87,47,66,50,91,87,98,99,14/9/18 0:00,14/9/18 0:00
709,786,286,196,98,482,78,161,394,288,429,82,494,207,265,58,420,2,30,51,74,97,93,86,95,69,40,14/9/18 0:00,14/9/18 0:00
710,787,258,299,397,472,288,172,371,95,372,213,349,91,239,47,211,21,50,82,46,64,25,84,77,41,85,14/9/18 0:00,14/9/18 0:00
711,788,112,161,150,320,216,196,286,455,373,436,452,220,382,449,500,56,7,95,93,49,38,79,78,3,66,14/9/18 0:00,14/9/18 0:00
712,789,2,324,321,353,494,292,108,189,75,318,109,50,84,121,168,52,44,41,66,33,93,96,28,10,42,14/9/18 0:00,14/9/18 0:00
713,790,250,164,267,330,295,427,456,118,141,223,15,489,179,415,57,49,67,29,38,71,98,83,14,84,74,14/9/18 0:00,14/9/18 0:00
714,791,488,308,158,351,484,438,107,95,132,46,97,207,272,293,195,86,58,64,8,79,61,16,8,36,70,14/9/18 0:00,14/9/18 0:00
715,792,10,481,464,485,52,368,376,25,459,397,492,248,429,246,50,57,31,42,7,55,33,51,64,100,0,14/9/18 0:00,14/9/18 0:00
716,793,88,22,480,231,128,441,50,41,390,352,359,163,374,454,160,70,87,93,25,48,6,42,65,41,33,14/9/18 0:00,14/9/18 0:00
717,794,203,124,499,128,298,238,393,65,413,400,254,443,35,335,28,12,27,12,81,32,81,71,63,45,47,14/9/18 0:00,14/9/18 0:00
718,795,416,498,305,51,205,327,55,423,10,264,186,407,126,450,2,37,70,97,15,70,73,53,6,50,7,14/9/18 0:00,14/9/18 0:00
719,796,248,184,277,77,191,112,164,420,147,411,131,427,327,23,147,16,84,29,54,86,68,5,77,34,91,14/9/18 0:00,14/9/18 0:00
720,797,35,27,467,226,303,488,315,386,95,418,412,46,283,151,138,8,87,11,79,14,14,12,79,86,76,14/9/18 0:00,14/9/18 0:00
721,798,447,201,262,13,455,385,310,303,392,270,441,38,77,318,279,72,97,15,62,31,51,75,1,86,12,14/9/18 0:00,14/9/18 0:00
722,799,382,384,46,69,392,13,288,65,212,428,327,371,189,159,317,40,69,54,25,77,44,75,98,81,100,14/9/18 0:00,14/9/18 0:00
723,800,62,404,414,496,491,311,410,462,181,372,169,414,350,225,218,30,68,59,28,35,62,7,85,72,22,14/9/18 0:00,14/9/18 0:00
724,801,136,166,126,235,287,130,374,310,183,127,103,101,344,156,302,27,5,19,7,42,73,81,87,85,98,14/9/18 0:00,14/9/18 0:00
725,802,497,96,18,44,156,165,121,241,179,28,123,390,156,128,36,57,33,39,78,15,0,81,12,35,6,14/9/18 0:00,14/9/18 0:00
726,803,341,34,59,284,81,500,410,409,369,45,339,106,400,342,258,85,36,37,5,21,75,20,95,61,66,14/9/18 0:00,14/9/18 0:00
727,804,402,420,24,78,462,393,398,358,195,125,158,266,112,25,57,85,44,100,99,0,75,75,64,98,95,14/9/18 0:00,14/9/18 0:00
728,805,264,212,20,477,271,398,497,327,315,89,246,180,387,354,186,79,3,37,25,16,78,33,93,3,51,14/9/18 0:00,14/9/18 0:00
729,806,487,332,211,453,128,406,61,385,90,244,194,447,71,235,54,68,5,54,100,83,20,15,54,44,57,14/9/18 0:00,14/9/18 0:00
730,807,168,202,315,343,273,440,122,134,83,386,205,392,103,180,142,48,46,73,63,61,62,78,46,19,13,14/9/18 0:00,14/9/18 0:00
731,808,48,160,297,401,92,458,240,489,154,108,466,407,449,118,16,25,71,36,5,6,63,0,53,5,31,14/9/18 0:00,14/9/18 0:00
732,809,340,449,491,383,298,335,245,264,332,271,448,123,340,249,174,50,68,5,68,5,30,79,29,5,62,14/9/18 0:00,14/9/18 0:00
