id,agent_id,agent_name,tier_y,tier_x,tenure,pif_x_auto,pif_x_home,pif_x_otherpc,pif_x_financial,pif_x_total,BusZip5,BusZip3,created_at,updated_at,multiline,retention,pif_y_home,pif_y_hvh,pif_y_other,pif_y_total,premium_y_total,agent_city
5818,5818,Kevin Williams LLC,1,2,6-10,17382,3231,6871,7640,35124,75126,751,2014-09-13 00:00:00,2014-09-13 00:00:00,0.82,0.79,2469,33,598,11088,11309760,Tucson
5200,5200,Adrian Parker Group,2,4,11+,17870,3213,3867,6150,31100,42303,423,2014-09-13 00:00:00,2014-09-13 00:00:00,0.83,0.66,4479,50,4111,5549,6103900,Miami
6273,6273,Jordan Gonzalez Insurance,3,1,3-5,7664,5267,5204,6555,24690,21740,217,2014-09-13 00:00:00,2014-09-13 00:00:00,0.62,0.51,4254,83,1125,8727,9076080,Tucson
208,208,Bentley Richardson Agency,2,3,3-5,9030,2658,1968,2940,16596,19460,194,2014-09-13 00:00:00,2014-09-13 00:00:00,0.80,0.79,4259,92,2147,7694,8155640,New York
2062,2062,Elijah Rodriguez Enterprise,3,2,11+,17341,3927,6039,6403,33710,44001,440,2014-09-13 00:00:00,2014-09-13 00:00:00,0.52,0.43,2255,61,2522,9354,9728160,San Francisco
6860,6860,Thomas Reyes Agency,3,2,11+,2573,6605,7676,884,17738,33301,333,2014-09-13 00:00:00,2014-09-13 00:00:00,0.43,0.40,2757,6,2562,8868,9533100,Springfield
7564,7564,Ian Smith Group,2,1,,16933,7758,7311,3903,35905,7834,78,2014-09-13 00:00:00,2014-09-13 00:00:00,0.75,0.95,6755,34,1683,5722,5550340,Tucson
3947,3947,Andrew Adams Agency,5,2,0-2,2972,467,2848,7173,13460,11234,112,2014-09-13 00:00:00,2014-09-13 00:00:00,0.24,0.28,3848,46,3577,6724,7463640,Tucson
7103,7103,Daniel Stewart Agency,1,5,11+,13890,3638,4006,2083,23617,34211,342,2014-09-13 00:00:00,2014-09-13 00:00:00,0.95,0.68,574,96,2609,10921,10593370,Tucson
5924,5924,Gabriel Scott Inc,2,4,0-2,16576,7960,2863,6633,34032,91767,917,2014-09-13 00:00:00,2014-09-13 00:00:00,0.69,0.71,559,77,3975,9591,9782820,Miami
3798,3798,Anthony Anderson Assoc,3,2,0-2,3106,3760,4744,5798,17408,60631,606,2014-09-13 00:00:00,2014-09-13 00:00:00,0.48,0.45,5725,60,2884,5535,5645700,Chicago
240,240,Jack Collins Group,5,4,,6965,5051,5387,5939,23342,98004,980,2014-09-13 00:00:00,2014-09-13 00:00:00,0.30,0.05,3096,1,508,10600,11024000,Seattle
6675,6675,Joshua Thompson Assoc,3,2,6-10,2171,5469,1524,847,10011,85392,853,2014-09-13 00:00:00,2014-09-13 00:00:00,0.49,0.46,6090,12,621,7482,7332360,Springfield
6418,6418,Tyler Bailey Insurance,4,3,3-5,12058,1514,5505,4159,23236,14760,147,2014-09-13 00:00:00,2014-09-13 00:00:00,0.49,0.40,9406,50,193,4560,4742400,Miami
2015,2015,Bob Gray Enterprise,3,5,11+,17852,1821,2963,4984,27620,10962,109,2014-09-13 00:00:00,2014-09-13 00:00:00,0.38,0.48,3138,64,2785,8223,8387460,San Francisco
3511,3511,Caleb Rivera Assoc,5,5,11+,17517,1778,504,5856,25655,48185,481,2014-09-13 00:00:00,2014-09-13 00:00:00,0.30,0.19,2563,83,3992,7574,7649740,Los Angeles
6733,6733,Daniel King Enterprise,1,4,,12049,52,6991,6393,25485,7013,70,2014-09-13 00:00:00,2014-09-13 00:00:00,0.83,0.93,5112,78,2517,6506,6766240,Miami
7627,7627,Jeremiah Wood Agency,1,1,,13679,1953,4144,1229,21005,7748,77,2014-09-13 00:00:00,2014-09-13 00:00:00,0.68,0.69,2779,72,1489,9875,11257500,Tucson
1331,1331,Angel Cook Insurance,2,2,3-5,7275,2332,6403,5226,21236,63051,630,2014-09-13 00:00:00,2014-09-13 00:00:00,0.94,0.70,3432,30,3278,7476,8522640,Boston
5601,5601,Mason Bennett LLC,5,2,11+,16808,2733,2457,5324,27322,73401,734,2014-09-13 00:00:00,2014-09-13 00:00:00,0.08,0.28,3102,80,2148,8886,9063720,New York
7410,7410,Xavier Harris Agency,3,4,3-5,18010,2076,7763,1899,29748,32937,329,2014-09-13 00:00:00,2014-09-13 00:00:00,0.60,0.51,3457,58,1569,9133,10228960,San Francisco
3829,3829,Nolan Anderson Enterprise,1,2,11+,2621,6908,708,5739,15976,78745,787,2014-09-13 00:00:00,2014-09-13 00:00:00,0.75,0.93,6440,26,1280,6472,6148400,Springfield
6502,6502,Noah Powell Assoc,5,3,3-5,9698,7003,6122,7890,30713,15238,152,2014-09-13 00:00:00,2014-09-13 00:00:00,0.22,0.22,5742,66,4288,4122,4080780,Orlando
8107,8107,Juan Brown Team,5,1,11+,317,3336,363,5644,9660,32757,327,2014-09-13 00:00:00,2014-09-13 00:00:00,0.23,0.05,7844,56,996,5322,5055900,Miami
112,112,Connor Murphy Assoc,3,3,11+,8378,1551,5960,1543,17432,22203,222,2014-09-13 00:00:00,2014-09-13 00:00:00,0.37,0.65,7696,7,1743,4774,4678520,Orlando
4463,4463,Jayden Thomas Insurance,5,2,11+,296,1868,7556,5138,14858,27510,275,2014-09-13 00:00:00,2014-09-13 00:00:00,0.07,0.08,7149,11,3906,3154,3374780,Los Angeles
788,788,Tristan Adams Agency,2,2,6-10,7250,490,3301,7413,18454,30506,305,2014-09-13 00:00:00,2014-09-13 00:00:00,0.79,0.68,7406,100,291,6424,6231280,Los Angeles
2773,2773,Nicholas Carter Team,3,2,11+,18815,7989,3329,100,30233,16803,168,2014-09-13 00:00:00,2014-09-13 00:00:00,0.65,0.49,4725,47,2506,6943,6873570,Springfield
8219,8219,Christian Murphy Inc,1,2,11+,15817,4360,1793,2799,24769,93117,931,2014-09-13 00:00:00,2014-09-13 00:00:00,0.69,0.69,5423,55,4804,3940,4412800,Los Angeles
6391,6391,Colton White Enterprise,3,1,11+,17132,3045,3809,7565,31551,91355,913,2014-09-13 00:00:00,2014-09-13 00:00:00,0.49,0.53,5084,91,4672,4377,5033550,Los Angeles
956,956,Brandon Reed Agency,5,1,0-2,18352,6750,4066,4899,34067,38655,386,2014-09-13 00:00:00,2014-09-13 00:00:00,0.28,0.16,321,9,2988,10908,12435120,Tucson
6607,6607,Noah Reed Insurance,2,2,11+,4189,7270,3468,7896,22823,43616,436,2014-09-13 00:00:00,2014-09-13 00:00:00,0.86,0.92,4621,15,2486,7105,7033950,Chicago
7595,7595,Matthew Wong Enterprise,2,2,11+,7469,7533,1737,4671,21410,77014,770,2014-09-13 00:00:00,2014-09-13 00:00:00,0.91,0.82,7291,53,1535,5351,5404510,Springfield
8349,8349,Tristan Adams Inc,2,3,11+,7196,4030,4715,3633,19574,95841,958,2014-09-13 00:00:00,2014-09-13 00:00:00,0.70,0.84,2735,55,234,11206,12326600,Boston
5613,5613,Zachary Ortiz Agency,5,5,11+,11486,4152,3914,5223,24775,75604,756,2014-09-13 00:00:00,2014-09-13 00:00:00,0.05,0.10,1089,42,1159,11942,13494460,Boston
4063,4063,Gavin Price Inc,5,5,0-2,7646,4246,1176,4389,17457,29072,290,2014-09-13 00:00:00,2014-09-13 00:00:00,0.08,0.22,9878,99,4113,146,150380,Orlando
5328,5328,Owen Stewart Agency,3,2,11+,17048,7288,7941,2583,34860,77437,774,2014-09-13 00:00:00,2014-09-13 00:00:00,0.61,0.44,8762,34,70,5373,5158080,Springfield
3179,3179,Angel Hall Team,4,3,11+,908,837,6476,2997,11218,16652,166,2014-09-13 00:00:00,2014-09-13 00:00:00,0.43,0.62,2384,81,3470,8307,8223930,Miami
6708,6708,Ryan Rogers Assoc,5,2,0-2,6866,4969,539,432,12806,85706,857,2014-09-13 00:00:00,2014-09-13 00:00:00,0.12,0.29,8986,62,4118,1076,1215880,San Francisco
7579,7579,Parker Lewis Enterprise,1,4,11+,12372,5039,4248,6663,28322,34769,347,2014-09-13 00:00:00,2014-09-13 00:00:00,0.78,0.71,3309,48,2899,7986,7586700,New York
4872,4872,Nathaniel Morris Agency,3,3,11+,6050,6659,4779,6188,23676,19003,190,2014-09-13 00:00:00,2014-09-13 00:00:00,0.59,0.63,358,38,4376,9475,10517250,New York
4393,4393,Kayden Robertson Inc,4,4,11+,11518,3840,6181,5646,27185,78750,787,2014-09-13 00:00:00,2014-09-13 00:00:00,0.50,0.65,456,12,3457,10323,11664990,Miami
7642,7642,Justin Richardson Insurance,5,4,,9176,3698,7932,1416,22222,7446,74,2014-09-13 00:00:00,2014-09-13 00:00:00,0.23,0.16,5911,72,2898,5371,5746970,New York
5555,5555,Ryder James Team,2,4,3-5,1157,7080,5081,85,13403,75662,756,2014-09-13 00:00:00,2014-09-13 00:00:00,0.77,0.79,9663,32,4310,248,270320,Tucson
964,964,Brandon Gomez Enterprise,2,3,0-2,9396,4233,4569,1996,20194,27330,273,2014-09-13 00:00:00,2014-09-13 00:00:00,0.77,0.65,1255,16,283,12700,14097000,Seattle
2239,2239,Ethan Bell Insurance,5,2,11+,18300,4969,2882,4473,30624,30260,302,2014-09-13 00:00:00,2014-09-13 00:00:00,0.20,0.22,7531,95,1115,5515,5570150,San Francisco
2611,2611,Grayson Hill Enterprise,3,2,11+,6894,7723,2820,5244,22681,36695,366,2014-09-13 00:00:00,2014-09-13 00:00:00,0.60,0.37,7220,2,4955,2080,1976000,Los Angeles
3616,3616,Kayden Cooper Assoc,2,2,,7972,2935,2628,4736,18271,97239,972,2014-09-13 00:00:00,2014-09-13 00:00:00,0.92,0.92,5320,71,3831,5035,4883950,Springfield
8086,8086,Carter Scott Group,4,5,6-10,16260,3366,3596,949,24171,77449,774,2014-09-13 00:00:00,2014-09-13 00:00:00,0.49,0.45,3668,35,3487,7067,8127050,San Francisco
3872,3872,Colton Foster Agency,3,1,3-5,7624,8,879,6032,14543,78411,784,2014-09-13 00:00:00,2014-09-13 00:00:00,0.48,0.59,7254,54,2176,4774,4726260,Seattle
3421,3421,Josiah Hernandez Assoc,4,1,0-2,15837,5485,3736,1319,26377,75023,750,2014-09-13 00:00:00,2014-09-13 00:00:00,0.54,0.61,6247,22,1486,6504,7479600,New York
7578,7578,Ryan Johnson Inc,1,1,0-2,3818,3587,1750,7375,16530,29483,294,2014-09-13 00:00:00,2014-09-13 00:00:00,0.90,0.66,7767,25,956,5511,5951880,San Francisco
4076,4076,Samuel Johnson Enterprise,1,5,0-2,15969,4418,4023,4597,29007,10536,105,2014-09-13 00:00:00,2014-09-13 00:00:00,0.88,0.89,3947,59,3003,7256,8199280,New York
1458,1458,Christian Brooks Group,2,3,11+,3427,4529,5544,7464,20964,78681,786,2014-09-13 00:00:00,2014-09-13 00:00:00,0.70,0.93,9194,13,2461,2598,2792850,Tucson
3225,3225,Josiah Peterson Group,4,3,11+,8538,2349,1883,4561,17331,23509,235,2014-09-13 00:00:00,2014-09-13 00:00:00,0.46,0.38,4502,41,3075,6648,7113360,Springfield
7952,7952,Adam Butler Team,2,5,6-10,6918,5226,129,841,13114,92231,922,2014-09-13 00:00:00,2014-09-13 00:00:00,0.74,0.69,1485,92,711,11978,12457120,Boston
329,329,James Nguyen Agency,1,1,11+,9906,4797,3157,2864,20724,46324,463,2014-09-13 00:00:00,2014-09-13 00:00:00,0.83,0.94,5495,22,2483,6267,7081710,Tucson
5433,5433,Charles Perry Group,3,3,6-10,13907,7442,6780,2139,30268,36093,360,2014-09-13 00:00:00,2014-09-13 00:00:00,0.62,0.52,3914,62,2030,8262,8757720,Springfield
2236,2236,Kayden Gonzalez Group,5,2,11+,6690,441,706,5955,13792,21401,214,2014-09-13 00:00:00,2014-09-13 00:00:00,0.05,0.13,3576,41,857,9802,10488140,Chicago
8093,8093,Aaron Scott Agency,5,1,6-10,17245,5108,4059,26,26438,33953,339,2014-09-13 00:00:00,2014-09-13 00:00:00,0.23,0.19,3788,34,1555,8905,9528350,Orlando
2605,2605,Damian Jenkins Enterprise,1,4,3-5,16902,7934,7393,315,32544,24614,246,2014-09-13 00:00:00,2014-09-13 00:00:00,0.67,0.69,9385,11,1217,3671,4184940,Seattle
7181,7181,Jayden Wright Inc,1,3,11+,5147,4445,6210,7758,23560,77662,776,2014-09-13 00:00:00,2014-09-13 00:00:00,0.94,0.65,5272,99,825,8090,8979900,Springfield
8182,8182,Logan Collins Inc,1,3,11+,1929,1340,3299,872,7440,32835,328,2014-09-13 00:00:00,2014-09-13 00:00:00,0.94,0.78,1330,100,2599,10257,10359570,Tucson
2570,2570,Jason Price Assoc,3,5,,4834,444,3238,6551,15067,24018,240,2014-09-13 00:00:00,2014-09-13 00:00:00,0.44,0.63,5640,32,2725,5891,6244460,Seattle
4784,4784,Luis Miller Agency,1,1,11+,17385,5827,6517,3559,33288,70002,700,2014-09-13 00:00:00,2014-09-13 00:00:00,0.68,0.70,3216,15,4835,6224,7095360,Springfield
550,550,Chase Thompson Inc,1,4,11+,8413,2307,1043,520,12283,13031,130,2014-09-13 00:00:00,2014-09-13 00:00:00,0.66,0.78,1422,39,1562,11268,11944080,Orlando
7830,7830,Charles Robinson Inc,4,2,11+,7705,2655,3477,6180,20017,90277,902,2014-09-13 00:00:00,2014-09-13 00:00:00,0.56,0.50,2646,45,334,11266,12392600,Chicago
3487,3487,Joshua Barnes LLC,5,3,11+,2761,1537,5853,5970,16121,14226,142,2014-09-13 00:00:00,2014-09-13 00:00:00,0.27,0.16,2058,48,1612,10580,10474200,Springfield
1640,1640,Mason Ramirez Insurance,2,5,0-2,7414,5949,4169,992,18524,79705,797,2014-09-13 00:00:00,2014-09-13 00:00:00,0.92,0.94,4711,81,2483,7024,6672800,Chicago
2721,2721,Thomas Ortiz Agency,4,3,0-2,9444,5272,6108,4703,25527,11783,117,2014-09-13 00:00:00,2014-09-13 00:00:00,0.46,0.64,9993,98,2927,1286,1453180,Miami
7241,7241,Jack Cox Group,1,4,0-2,12455,3172,3239,5651,24517,77327,773,2014-09-13 00:00:00,2014-09-13 00:00:00,0.94,0.94,2188,1,4768,7347,7898025,Miami
228,228,Ian Garcia Insurance,1,2,,8755,2214,5024,2193,18186,48316,483,2014-09-13 00:00:00,2014-09-13 00:00:00,0.74,0.82,2050,81,3516,8661,9613710,Los Angeles
6477,6477,Caleb Sullivan LLC,1,4,11+,10410,2378,5196,5773,23757,17201,172,2014-09-13 00:00:00,2014-09-13 00:00:00,0.80,0.69,4483,35,897,8893,9248720,Boston
2065,2065,Isaac Adams Enterprise,5,5,11+,10953,5568,2573,6948,26042,89032,890,2014-09-13 00:00:00,2014-09-13 00:00:00,0.25,0.27,1318,15,1549,11430,12115800,Orlando
6542,6542,Nathaniel Thomas Group,2,5,6-10,7845,5807,1521,1481,16654,16148,161,2014-09-13 00:00:00,2014-09-13 00:00:00,0.87,0.76,8800,84,986,4442,4486420,Orlando
576,576,Noah Murphy Team,1,3,0-2,14840,480,666,4775,20761,10549,105,2014-09-13 00:00:00,2014-09-13 00:00:00,0.82,0.78,9383,86,2714,2134,2304720,New York
3020,3020,Luis Murphy Assoc,5,4,3-5,14808,4318,3864,4910,27900,44857,448,2014-09-13 00:00:00,2014-09-13 00:00:00,0.17,0.24,2592,50,4827,6848,7361600,Chicago
3346,3346,Andrew Ramirez Enterprise,3,3,6-10,10125,454,4841,5975,21395,48864,488,2014-09-13 00:00:00,2014-09-13 00:00:00,0.48,0.37,566,95,3281,10375,10686250,Boston
2670,2670,Michael Phillips Inc,2,4,3-5,5205,623,7936,4424,18188,44145,441,2014-09-13 00:00:00,2014-09-13 00:00:00,0.84,0.94,7298,14,4715,2291,2462825,Seattle
3154,3154,Dylan Howard Group,3,1,11+,13493,5213,2958,1342,23006,71301,713,2014-09-13 00:00:00,2014-09-13 00:00:00,0.43,0.65,8057,46,4977,1239,1226610,Seattle
7244,7244,Robert Torres Assoc,2,5,11+,11762,2058,7743,5192,26755,6110,61,2014-09-13 00:00:00,2014-09-13 00:00:00,0.79,0.80,9632,33,2891,1772,1789720,San Francisco
1182,1182,Aiden Sullivan Insurance,3,4,0-2,18210,6554,2244,3490,30498,89011,890,2014-09-13 00:00:00,2014-09-13 00:00:00,0.57,0.55,7409,71,2171,4678,4958680,Chicago
7640,7640,Cooper Brown Inc,1,5,11+,16747,325,7988,3768,28828,95207,952,2014-09-13 00:00:00,2014-09-13 00:00:00,0.69,0.78,1271,62,1004,11993,13072370,Los Angeles
4411,4411,Damian Young Insurance,3,4,11+,7714,5720,6606,7325,27365,78746,787,2014-09-13 00:00:00,2014-09-13 00:00:00,0.42,0.46,7496,22,3162,3652,3469400,Tucson
8142,8142,Aiden Perez Group,5,3,11+,6012,5315,1979,1671,14977,32563,325,2014-09-13 00:00:00,2014-09-13 00:00:00,0.30,0.27,328,71,2654,11279,12294110,Springfield
2813,2813,Carson Clark Insurance,3,5,3-5,15515,4705,6871,2207,29298,14456,144,2014-09-13 00:00:00,2014-09-13 00:00:00,0.58,0.59,6186,23,3352,4776,5205840,Miami
8254,8254,Noah Howard Insurance,2,2,11+,18415,5041,2138,4692,30286,93536,935,2014-09-13 00:00:00,2014-09-13 00:00:00,0.94,0.66,3596,89,4438,6215,6960800,Tucson
2678,2678,Tyler Baker LLC,2,2,11+,12240,1665,3879,3608,21392,98006,980,2014-09-13 00:00:00,2014-09-13 00:00:00,0.79,0.67,9576,5,2837,1923,1942230,Los Angeles
1533,1533,Jaxon Collins Agency,3,1,0-2,323,5570,6767,6840,19500,3110,31,2014-09-13 00:00:00,2014-09-13 00:00:00,0.36,0.58,6926,81,1069,6266,6892600,Tucson
2999,2999,Anthony Lopez Enterprise,3,4,0-2,7063,5174,4660,6627,23524,77546,775,2014-09-13 00:00:00,2014-09-13 00:00:00,0.41,0.64,3325,23,2264,8731,8643690,Orlando
7212,7212,Easton Robertson Insurance,5,5,11+,14425,7153,4284,3680,29542,95003,950,2014-09-13 00:00:00,2014-09-13 00:00:00,0.22,0.29,8099,14,1487,4748,5127840,New York
1022,1022,David Williams LLC,2,4,0-2,8056,5711,4141,7300,25208,22207,222,2014-09-13 00:00:00,2014-09-13 00:00:00,0.83,0.71,9331,9,2009,3001,3361120,Springfield
2788,2788,Justin Jenkins LLC,1,5,11+,11091,7502,6457,4929,29979,18702,187,2014-09-13 00:00:00,2014-09-13 00:00:00,0.93,0.65,7591,91,4260,2409,2336730,Orlando
2288,2288,Jack Morgan LLC,2,5,3-5,15095,2239,2427,2124,21885,18938,189,2014-09-13 00:00:00,2014-09-13 00:00:00,0.73,0.77,558,2,3124,10668,11841480,Chicago
5902,5902,Kayden Powell Team,5,4,0-2,1845,5502,731,867,8945,90732,907,2014-09-13 00:00:00,2014-09-13 00:00:00,0.25,0.14,1381,42,293,12636,13267800,Miami
3079,3079,Bob Perry LLC,3,4,11+,17708,5300,7933,7925,38866,10022,100,2014-09-13 00:00:00,2014-09-13 00:00:00,0.64,0.60,7430,32,4288,2603,2785210,Chicago
5821,5821,Colton Phillips Inc,2,1,11+,9483,574,3300,7927,21284,11215,112,2014-09-13 00:00:00,2014-09-13 00:00:00,0.86,0.73,8237,73,2195,3850,3657500,New York
6107,6107,Andrew Gonzalez LLC,5,3,11+,1984,521,3506,3529,9540,91765,917,2014-09-13 00:00:00,2014-09-13 00:00:00,0.24,0.25,4308,84,4033,5932,6169280,Los Angeles
522,522,Jonathan Hall Enterprise,1,2,11+,19989,494,2492,1925,24900,75093,750,2014-09-13 00:00:00,2014-09-13 00:00:00,0.83,0.69,5465,99,2402,6393,7351950,Chicago
5341,5341,Zachary Jenkins Enterprise,2,3,6-10,1228,2695,5201,493,9617,94952,949,2014-09-13 00:00:00,2014-09-13 00:00:00,0.95,0.75,6197,13,4992,3160,3634000,Miami
5457,5457,Grayson Lewis LLC,4,2,11+,17576,4315,4647,5408,31946,15642,156,2014-09-13 00:00:00,2014-09-13 00:00:00,0.35,0.38,4838,66,3266,6192,7120800,Orlando
4580,4580,Carson Taylor Inc,4,1,11+,18703,224,5434,2669,27030,80122,801,2014-09-13 00:00:00,2014-09-13 00:00:00,0.42,0.53,9980,75,3479,829,928480,Orlando
6918,6918,Adam Baker Enterprise,4,4,11+,10340,263,957,1631,13191,90807,908,2014-09-13 00:00:00,2014-09-13 00:00:00,0.56,0.37,8976,86,108,5195,5402800,San Francisco
2187,2187,Adrian Harris Insurance,5,3,0-2,16251,2651,7749,1954,28605,92131,921,2014-09-13 00:00:00,2014-09-13 00:00:00,0.07,0.24,6653,39,1653,6023,6143460,San Francisco
7412,7412,Sebastian Patel Team,1,5,6-10,6923,3054,4367,6178,20522,95747,957,2014-09-13 00:00:00,2014-09-13 00:00:00,0.86,0.67,6617,7,989,6756,7566720,Chicago
2243,2243,Liam Harris Agency,1,1,6-10,9025,1329,2543,5904,18801,28144,281,2014-09-13 00:00:00,2014-09-13 00:00:00,0.90,0.92,9838,13,2407,2113,2134130,San Francisco
3379,3379,Zachary Jones Insurance,2,1,0-2,18850,6269,1847,3851,30817,95136,951,2014-09-13 00:00:00,2014-09-13 00:00:00,0.79,0.72,2688,6,2529,9148,9696880,New York
2418,2418,Tristan Gutierrez Assoc,5,1,11+,8991,5865,6310,4900,26066,48073,480,2014-09-13 00:00:00,2014-09-13 00:00:00,0.06,0.30,843,81,2173,11275,12628000,Boston
3892,3892,Cooper Gray Assoc,5,3,11+,54,7123,2886,5390,15453,98036,980,2014-09-13 00:00:00,2014-09-13 00:00:00,0.12,0.16,4435,60,3904,5973,6450840,Los Angeles
1207,1207,Joseph Rodriguez Enterprise,5,5,,362,207,983,3927,5479,21202,212,2014-09-13 00:00:00,2014-09-13 00:00:00,0.18,0.23,2261,58,3733,8322,9320640,New York
7506,7506,Juan Mitchell Assoc,1,3,0-2,10708,5976,1630,3962,22276,90278,902,2014-09-13 00:00:00,2014-09-13 00:00:00,0.89,0.94,9239,55,4833,249,278880,Chicago
5866,5866,Bentley Robinson Agency,5,5,,6012,6018,1791,7580,21401,71449,714,2014-09-13 00:00:00,2014-09-13 00:00:00,0.22,0.16,5607,69,1322,7379,7010050,Los Angeles
7131,7131,Xavier Rodriguez Team,4,2,0-2,5063,5437,5316,1057,16873,29609,296,2014-09-13 00:00:00,2014-09-13 00:00:00,0.44,0.64,2343,54,4024,7956,7796880,Chicago
3992,3992,Cameron Cox Team,2,2,0-2,15513,3759,6895,6750,32917,88310,883,2014-09-13 00:00:00,2014-09-13 00:00:00,0.71,0.77,8407,56,503,5412,5817900,Springfield
521,521,Cooper Brooks LLC,2,1,11+,18410,7430,5278,4799,35917,76542,765,2014-09-13 00:00:00,2014-09-13 00:00:00,0.87,0.81,1981,42,4994,7362,7877340,Chicago
143,143,Parker Edwards Assoc,2,3,0-2,76,3132,5387,7366,15961,11377,113,2014-09-13 00:00:00,2014-09-13 00:00:00,0.88,0.90,550,91,4610,9136,10323680,San Francisco
3152,3152,Damian Cooper Inc,4,1,0-2,18505,4069,36,5944,28554,30082,300,2014-09-13 00:00:00,2014-09-13 00:00:00,0.46,0.36,1089,50,882,12366,14097240,New York
5173,5173,Austin Martinez Enterprise,3,5,11+,12525,3979,3055,980,20539,34606,346,2014-09-13 00:00:00,2014-09-13 00:00:00,0.51,0.53,874,95,507,12914,13882550,Seattle
1264,1264,Eric Richardson Enterprise,4,3,3-5,17928,4030,4346,560,26864,21701,217,2014-09-13 00:00:00,2014-09-13 00:00:00,0.48,0.48,284,66,378,13664,13390720,Tucson
4598,4598,Noah Smith Agency,1,2,3-5,101,133,1432,3223,4889,10552,105,2014-09-13 00:00:00,2014-09-13 00:00:00,0.74,0.95,1907,48,1024,11413,11527130,New York
4137,4137,Lucas Scott Assoc,2,4,6-10,19094,1335,4131,1497,26057,17402,174,2014-09-13 00:00:00,2014-09-13 00:00:00,0.68,0.95,9680,85,219,4412,4367880,San Francisco
2591,2591,Adrian Martin Assoc,4,4,11+,1442,7160,7330,3971,19903,39211,392,2014-09-13 00:00:00,2014-09-13 00:00:00,0.51,0.43,7056,21,4565,2759,2676230,Los Angeles
3804,3804,Nolan Bennett Team,5,5,0-2,13141,5688,6647,43,25519,26508,265,2014-09-13 00:00:00,2014-09-13 00:00:00,0.24,0.05,3316,3,4548,6536,6601360,Miami
6086,6086,David Reyes LLC,3,2,0-2,5701,4947,6222,2824,19694,92407,924,2014-09-13 00:00:00,2014-09-13 00:00:00,0.45,0.60,4417,34,4863,5089,5699680,Springfield
470,470,Jayden Gomez Group,1,5,0-2,13233,6668,6339,2197,28437,20855,208,2014-09-13 00:00:00,2014-09-13 00:00:00,0.66,0.70,9079,95,2330,2900,2929000,Tucson
3023,3023,John Martin Insurance,4,5,3-5,1017,2845,6396,6195,16453,44126,441,2014-09-13 00:00:00,2014-09-13 00:00:00,0.54,0.59,8901,65,864,4574,4528260,Seattle
6338,6338,Luke Rodriguez Assoc,5,3,0-2,12625,7201,3737,2750,26313,33776,337,2014-09-13 00:00:00,2014-09-13 00:00:00,0.17,0.25,6655,86,2078,5585,6031800,Miami
1989,1989,Brandon Phillips Group,5,2,0-2,4625,4723,3190,6352,18890,76133,761,2014-09-13 00:00:00,2014-09-13 00:00:00,0.22,0.08,8163,67,4369,1809,1790910,New York
2994,2994,Adam Baker Group,4,4,11+,8835,4639,1873,6491,21838,79935,799,2014-09-13 00:00:00,2014-09-13 00:00:00,0.39,0.45,5296,16,1445,7656,8421600,Boston
1176,1176,Luis Ramirez Insurance,3,2,0-2,4036,6765,6222,5244,22267,64086,640,2014-09-13 00:00:00,2014-09-13 00:00:00,0.55,0.38,1258,53,4707,8396,9571440,Los Angeles
7545,7545,Thomas Butler Agency,2,3,11+,3541,7784,1103,3694,16122,90266,902,2014-09-13 00:00:00,2014-09-13 00:00:00,0.84,0.87,9231,25,389,4769,5436660,Chicago
3283,3283,Michael Young Assoc,1,1,3-5,2461,4069,3670,4003,14203,97223,972,2014-09-13 00:00:00,2014-09-13 00:00:00,0.70,0.92,1170,10,4179,9056,9735200,New York
4035,4035,Tristan Evans Assoc,1,1,3-5,10095,6675,5587,6314,28671,60506,605,2014-09-13 00:00:00,2014-09-13 00:00:00,0.87,0.87,9864,5,3930,618,655080,New York
4786,4786,Aiden Clark Team,4,5,3-5,5688,1060,7768,1551,16067,39401,394,2014-09-13 00:00:00,2014-09-13 00:00:00,0.37,0.37,9103,47,611,4656,5214720,Springfield
4473,4473,Bryson Lopez Agency,3,3,0-2,14179,5799,5259,1969,27206,11385,113,2014-09-13 00:00:00,2014-09-13 00:00:00,0.64,0.53,6972,30,1829,5588,5755640,San Francisco
5687,5687,Jackson Hill Insurance,3,5,11+,19400,3096,6051,3548,32095,44614,446,2014-09-13 00:00:00,2014-09-13 00:00:00,0.57,0.56,7582,29,3190,3618,3473280,Boston
5448,5448,Tristan Howard Insurance,1,4,3-5,17581,4085,2105,4314,28085,87031,870,2014-09-13 00:00:00,2014-09-13 00:00:00,0.87,0.69,76,7,96,14245,15099700,Tucson
7016,7016,Christian Torres Group,2,1,11+,18437,347,5499,4249,28532,32210,322,2014-09-13 00:00:00,2014-09-13 00:00:00,0.65,0.68,1027,31,3320,10046,10799450,New York
1630,1630,Carter Wood Insurance,1,1,0-2,1944,7895,1815,2482,14136,21061,210,2014-09-13 00:00:00,2014-09-13 00:00:00,0.95,0.91,2086,64,1813,10462,11612820,Tucson
7711,7711,Ian Harris Insurance,5,3,0-2,14655,4524,3001,7033,29213,77657,776,2014-09-13 00:00:00,2014-09-13 00:00:00,0.22,0.06,8100,6,727,5592,5983440,Orlando
6490,6490,Justin Mitchell Assoc,4,3,11+,11493,4072,4839,2468,22872,10466,104,2014-09-13 00:00:00,2014-09-13 00:00:00,0.36,0.40,2050,57,362,11958,12914640,Miami
